0;0;0;0;land;false;unknown;0
1;222;120;230;land;false;plains;1
2;129;241;235;land;false;plains;1
3;138;183;245;land;true;forest;1
4;198;137;249;land;false;forest;1
5;54;243;241;land;false;plains;1
6;227;224;217;land;false;plains;1
7;168;227;162;land;true;urban;1
8;211;228;142;land;false;plains;1
9;149;213;244;land;false;forest;1
10;196;149;239;land;false;forest;1
11;236;63;229;land;false;forest;1
12;231;64;219;land;false;forest;1
13;246;177;192;land;false;plains;1
14;201;128;194;land;false;urban;1
15;248;240;33;land;false;forest;1
16;235;143;176;land;false;plains;1
17;188;162;249;land;false;forest;1
18;96;190;218;land;false;plains;1
19;161;196;222;land;false;mountain;1
20;248;137;226;land;false;forest;1
21;156;215;155;land;true;plains;1
22;233;231;230;land;false;plains;1
23;229;205;194;land;false;plains;1
24;127;250;149;land;false;forest;1
25;252;245;242;land;false;plains;1
26;198;216;127;land;false;plains;1
27;204;174;193;land;false;forest;1
28;223;63;234;land;false;forest;1
29;204;172;152;land;false;forest;1
30;63;224;235;land;false;jungle;1
31;186;240;122;land;false;forest;1
32;186;235;96;land;false;plains;1
33;249;203;202;land;false;forest;1
34;107;233;216;land;false;forest;1
35;125;250;206;land;true;urban;1
36;224;187;157;land;false;forest;1
37;193;217;123;land;false;plains;1
38;121;184;235;land;false;forest;1
39;99;206;203;land;true;forest;1
40;252;251;165;land;false;forest;1
41;94;254;154;land;false;forest;1
42;251;187;75;land;false;plains;1
43;213;195;235;land;false;forest;1
44;208;235;201;land;false;forest;1
45;224;54;223;land;false;plains;1
46;173;237;216;land;true;urban;1
47;209;206;173;land;false;plains;1
48;195;244;126;land;false;plains;1
49;200;229;223;land;false;jungle;1
50;238;108;209;land;false;jungle;1
51;192;213;181;land;false;forest;1
52;251;156;100;land;false;plains;1
53;116;199;214;land;false;forest;1
54;140;238;157;land;false;plains;1
55;146;230;135;land;false;plains;1
56;226;121;172;land;false;plains;1
57;220;110;243;land;false;forest;1
58;223;189;241;land;false;plains;1
59;178;199;179;land;false;forest;1
60;234;167;127;land;false;plains;1
61;219;244;167;land;false;forest;1
62;103;164;240;land;false;plains;1
63;225;183;161;land;false;forest;1
64;221;214;193;land;false;forest;1
65;187;191;241;land;false;plains;1
66;157;207;158;land;false;plains;1
67;253;177;174;land;false;forest;1
68;124;227;153;land;true;plains;1
69;61;201;242;land;false;forest;1
70;229;199;113;land;false;forest;1
71;201;215;195;land;true;urban;1
72;158;247;140;land;false;forest;1
73;244;98;214;land;false;plains;1
74;246;205;102;land;false;forest;1
75;153;254;199;land;false;plains;1
76;195;239;96;land;false;forest;1
77;246;210;59;land;false;plains;1
78;220;121;232;land;false;plains;1
79;119;235;155;land;false;hills;1
80;238;211;144;land;false;forest;1
81;150;171;250;land;false;forest;1
82;254;225;55;land;false;forest;1
83;145;252;217;land;false;forest;1
84;237;251;160;land;false;plains;1
85;76;220;225;land;false;forest;1
86;208;116;216;land;false;forest;1
87;217;231;158;land;false;plains;1
88;186;133;237;land;false;forest;1
89;221;212;85;land;false;plains;1
90;234;114;226;land;false;plains;1
91;178;172;186;land;false;plains;1
92;225;216;145;land;true;urban;1
93;191;162;227;land;false;plains;1
94;20;254;243;land;false;forest;1
95;230;231;48;land;false;forest;1
96;141;194;209;land;false;forest;1
97;167;254;235;land;false;forest;1
98;136;175;237;land;false;plains;1
99;230;197;77;land;true;forest;1
100;250;228;51;land;false;forest;1
101;217;99;228;land;false;plains;1
102;245;231;184;land;false;plains;1
103;161;228;201;land;false;plains;1
104;228;112;218;land;false;plains;1
105;154;232;216;land;false;forest;1
106;165;125;248;land;false;plains;1
107;190;100;235;land;false;forest;1
108;186;210;167;land;false;plains;1
109;219;183;142;land;false;plains;1
110;171;159;229;land;false;forest;1
111;141;242;198;land;false;forest;1
112;210;153;234;land;false;forest;1
113;99;243;235;land;false;plains;1
114;214;173;181;land;false;plains;1
115;184;144;238;land;false;forest;1
116;205;100;198;land;false;forest;1
117;164;241;248;land;false;plains;1
118;206;73;235;land;false;jungle;1
119;180;253;122;land;false;plains;1
120;153;226;206;land;false;hills;1
121;254;151;226;land;false;plains;1
122;231;157;224;land;false;plains;1
123;238;165;195;land;false;plains;1
124;187;193;168;land;false;mountain;1
125;102;186;249;land;false;forest;1
126;203;238;172;land;true;forest;1
127;238;254;148;land;false;forest;1
128;208;247;75;land;false;forest;1
129;187;244;234;land;false;plains;1
130;156;143;237;land;false;plains;1
131;233;141;204;land;false;plains;1
132;177;139;225;land;false;plains;1
133;214;231;158;land;false;hills;1
134;248;46;210;land;false;forest;1
135;248;248;133;land;false;forest;1
136;205;236;157;land;false;plains;1
137;253;204;180;land;false;forest;1
138;236;182;243;land;false;forest;1
139;235;189;145;land;false;plains;1
